player,player_id,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Cooper Carlisle,658,16,100.0,0,23,75.9,77.6,70.7,1,28,518,100.0,100.0,97.0,2,30,1,1051,0,0,0,1051,557,557,1051,0,494,0
Robert Gallery,1723,16,100.0,2,23,78.4,82.1,80.4,3,16,513,100.0,100.0,98.1,17,19,0,1042,0,1042,0,1042,552,552,0,0,490,0
Andrew Whitworth,3000,16,100.0,0,7,88.8,92.0,84.5,2,14,589,100.0,100.0,98.5,7,17,1,1042,0,822,220,1042,619,619,0,0,423,0
Brian Waters,575,16,100.0,1,16,82.7,91.4,73.1,4,10,624,100.0,100.0,98.4,2,17,3,1039,0,1039,0,1039,657,657,0,0,382,0
Eric Steinbach,1349,16,100.0,1,8,72.7,79.1,69.9,2,20,570,100.0,100.0,97.2,4,27,5,1037,0,1037,0,1037,607,607,0,0,430,0
Bobbie Williams,628,16,100.0,1,7,85.1,82.9,83.0,7,11,587,100.0,100.0,98.0,6,21,3,1034,0,0,0,1034,617,617,1034,0,417,0
Brandon Moore,1284,16,100.0,0,22,80.2,88.8,73.1,0,13,566,100.0,100.0,98.5,4,15,2,1032,0,0,0,1032,596,596,1032,0,436,0
Rex Hadnot,1892,16,100.0,1,17,77.8,78.7,71.5,6,14,611,100.0,100.0,98.4,5,20,0,1021,18,2,0,1021,642,642,1001,0,379,0
Montrae Holland,1415,16,100.0,1,10,78.0,83.6,71.8,2,15,556,100.0,100.0,98.1,5,19,2,1010,0,0,0,1010,580,580,1010,0,430,0
Arron Sears,3651,17,100.0,2,30,59.3,63.9,63.8,6,24,555,100.0,100.0,96.4,10,35,5,1009,0,1009,0,1009,587,587,0,0,422,0
Milford Brown,1222,16,100.0,0,26,56.9,70.5,49.9,4,20,596,100.0,100.0,96.5,8,33,9,1007,0,598,0,1007,630,630,157,252,377,0
Mike Wahle,329,16,100.0,1,5,78.3,81.0,72.6,3,13,547,100.0,100.0,97.8,4,20,4,995,0,931,64,995,572,572,0,0,423,0
Chester Pitts,1057,16,100.0,0,13,86.6,90.1,84.1,1,12,560,100.0,100.0,98.8,9,13,0,992,0,989,3,992,584,584,0,0,408,0
Steve Hutchinson,787,16,100.0,0,18,90.8,85.0,85.6,7,7,495,100.0,100.0,98.2,1,16,2,990,0,934,56,990,525,525,0,0,465,0
Daryn Colledge,2992,18,100.0,0,12,70.4,68.9,69.8,7,15,555,100.0,100.0,97.5,4,25,3,950,0,861,71,950,582,582,0,18,368,0
Larry Allen,84,16,100.0,0,28,80.7,77.9,78.7,4,12,578,100.0,100.0,97.8,2,21,5,950,0,950,0,950,608,608,0,0,342,0
Derrick Dockery,1396,16,100.0,0,4,69.4,84.2,63.4,4,9,486,100.0,100.0,98.3,5,15,2,939,0,939,0,939,503,503,0,0,436,0
John Welbourn,496,16,100.0,0,16,68.8,78.9,61.9,3,12,563,100.0,100.0,97.6,5,21,6,934,0,0,0,934,591,591,934,0,343,0
Shawn Andrews,1737,15,100.0,1,24,91.3,80.4,90.2,2,14,575,100.0,100.0,98.4,4,17,1,931,0,0,0,931,598,598,931,0,333,0
Justin Blalock,3655,14,100.0,1,2,49.8,46.5,54.8,10,25,555,100.0,100.0,94.9,5,46,11,920,0,920,0,920,580,580,0,0,340,0
Deuce Lutui,2986,15,100.0,1,1,62.2,63.1,60.9,6,22,536,100.0,100.0,96.6,10,32,4,912,0,0,0,912,564,564,912,0,348,0
Brad Butler,3088,16,100.0,0,4,67.3,78.6,60.0,5,11,465,100.0,100.0,97.6,1,19,3,904,0,0,0,904,480,480,904,0,424,0
Chris Liwienski,414,15,100.0,0,17,65.4,78.7,60.8,3,19,529,100.0,100.0,97.4,4,25,3,903,0,900,2,903,555,555,1,0,348,0
Edwin Mulitalo,508,15,100.0,0,11,78.2,88.1,70.2,6,7,590,100.0,100.0,98.1,3,18,5,902,0,902,0,902,619,619,0,0,283,0
Kynan Forney,926,14,100.0,0,2,67.6,74.0,66.6,4,21,521,100.0,100.0,96.8,6,29,4,871,0,0,0,871,543,543,871,0,328,0
Ben Grubbs,3645,16,100.0,1,3,69.0,78.6,60.5,8,18,491,100.0,100.0,96.9,2,28,2,860,0,0,0,860,514,514,860,0,346,0
Jason Spitz,3020,16,100.0,0,12,71.4,80.7,65.6,5,10,482,100.0,100.0,98.2,5,16,1,825,164,160,0,825,508,508,500,0,317,1
Benji Olson,397,13,100.0,0,31,75.6,76.6,71.0,1,15,402,100.0,100.0,97.3,1,19,3,809,0,0,0,809,415,415,809,0,394,0
Anthony Herrera,2066,15,100.0,0,18,81.6,68.5,82.1,1,17,381,100.0,100.0,97.1,3,20,2,782,0,0,0,782,403,403,782,0,379,0
Maurice Williams,813,14,100.0,2,15,75.8,70.0,78.0,6,14,375,100.0,100.0,96.8,8,22,2,766,0,0,143,766,388,388,623,0,378,0
Adrien Clarke,1941,14,100.0,1,22,60.6,58.0,60.0,10,14,434,100.0,100.0,96.3,2,28,4,759,0,759,0,759,456,456,0,0,303,0
Stephen Peterman,1804,13,100.0,0,11,74.4,75.1,76.3,4,20,466,100.0,100.0,97.0,8,26,2,755,0,0,0,755,486,486,755,0,269,0
Fred Weary,1073,12,100.0,0,13,63.9,75.3,59.0,2,14,395,100.0,100.0,97.7,2,17,1,701,0,0,0,701,417,417,701,0,284,0
Chris Kuper,3106,11,100.0,0,10,77.4,86.8,71.0,1,8,396,100.0,100.0,98.9,4,9,0,695,0,695,0,695,410,410,0,0,285,0
Jeremy Bridges,1488,12,100.0,0,5,73.8,67.1,75.4,4,15,364,100.0,100.0,96.3,3,23,4,675,0,0,0,675,386,386,664,11,289,0
Russ Hochstein,890,15,99.8,0,19,69.3,70.9,66.1,5,12,370,99.7,99.7,97.2,1,19,2,653,78,2,0,654,386,387,560,0,267,14
Stephen Neal,972,11,100.0,0,19,86.7,88.1,80.7,1,8,370,100.0,100.0,98.8,4,9,0,650,0,0,0,650,388,388,650,0,262,0
Ryan Tucker,273,12,100.0,0,8,71.8,79.4,71.7,2,9,344,100.0,100.0,98.4,5,11,0,640,0,0,0,640,367,367,525,115,273,0
David Baas,2250,14,100.0,0,28,59.9,58.9,59.9,3,15,356,100.0,100.0,96.3,3,22,4,594,0,0,0,594,374,374,581,0,220,13
Ruben Brown,120,8,100.0,1,6,45.6,50.6,52.0,6,17,306,100.0,100.0,95.6,6,25,2,516,0,516,0,516,320,320,0,0,196,0
Junius Coston,2360,10,100.0,0,12,45.5,53.8,39.0,8,15,306,100.0,100.0,96.2,1,23,0,508,0,49,0,508,326,326,459,0,182,0
Damien Woody,451,10,100.0,0,11,85.1,92.4,83.4,0,4,338,100.0,100.0,99.4,4,4,0,480,9,0,0,480,349,349,220,251,131,0
Seth McKinney,1093,8,100.0,0,8,63.7,83.9,56.6,2,8,267,100.0,100.0,98.1,3,10,0,473,0,0,0,473,282,282,473,0,191,0
Chris Naeole,235,8,100.0,0,15,69.3,70.0,64.9,3,7,227,100.0,100.0,97.4,0,11,1,460,0,0,0,460,241,241,460,0,219,0
Chris Chester,3001,15,100.0,0,3,65.6,68.1,61.5,3,6,256,100.0,100.0,96.7,1,13,4,437,201,14,0,437,270,270,212,0,167,10
Todd Steussie,78,6,100.0,0,26,68.5,77.0,62.5,2,1,224,100.0,100.0,98.4,2,5,2,386,0,0,0,386,234,234,386,0,152,0
Terrence Metcalf,1096,9,100.0,0,6,49.3,72.0,47.5,2,3,225,100.0,100.0,97.1,3,9,4,382,0,372,0,382,240,240,9,0,142,1
Elton Brown,2328,7,100.0,2,1,66.7,67.9,74.0,4,8,221,100.0,100.0,96.4,4,14,2,371,0,0,0,371,235,235,67,304,136,0
Justin Smiley,1767,8,100.0,0,28,64.8,70.4,60.6,1,5,217,100.0,100.0,97.2,3,9,3,362,0,0,0,362,228,228,362,0,134,0
Geoff Hangartner,2386,7,100.0,0,5,69.3,56.1,72.2,0,2,135,100.0,100.0,97.0,2,5,3,262,0,26,0,262,140,140,230,0,122,6
D'Anthony Batiste,3223,4,100.0,1,2,52.5,71.5,47.5,0,8,155,100.0,100.0,96.1,3,10,2,244,0,96,0,244,162,162,148,0,82,0
Blane Saipaia,761,9,100.0,0,11,57.7,59.4,51.7,5,10,172,100.0,100.0,93.9,1,18,3,243,0,100,0,243,179,179,27,107,64,9
Will Montgomery,3179,7,100.0,0,22,69.0,78.2,62.8,0,4,115,100.0,100.0,98.3,0,4,0,240,0,240,0,240,123,123,0,0,117,0
Mike Brisiel,3250,4,100.0,0,13,69.3,66.4,71.9,4,2,122,100.0,100.0,97.5,2,6,0,236,0,0,0,236,123,123,234,2,113,0
Claude Terrell,2351,5,100.0,0,26,68.3,80.5,62.3,0,4,145,100.0,100.0,97.9,1,5,1,234,0,145,0,234,150,150,89,0,84,0
Artis Hicks,1254,6,100.0,0,18,61.6,72.4,57.5,3,2,124,100.0,100.0,98.0,2,5,0,231,0,5,13,231,133,133,213,0,98,0
Richie Incognito,2298,4,100.0,1,26,52.1,64.2,47.0,1,9,136,100.0,100.0,96.3,4,10,0,219,0,0,0,219,146,146,219,0,73,0
Mark Setterstrom,3187,3,100.0,1,26,60.4,75.3,59.1,2,1,114,100.0,100.0,98.7,2,3,0,193,0,193,0,193,119,119,0,0,74,0
Floyd Womack,875,6,100.0,0,29,67.6,63.2,65.7,1,3,96,100.0,100.0,95.8,0,6,2,192,0,75,99,192,99,99,12,0,93,6
Grey Ruegamer,483,7,100.0,0,21,58.3,69.8,54.4,0,1,67,100.0,100.0,99.3,0,1,0,150,96,29,0,150,72,72,16,0,78,9
Max Jean-Gilles,3044,3,100.0,0,24,68.4,62.1,67.3,0,5,80,100.0,100.0,94.4,0,7,2,139,0,0,0,139,82,82,139,0,57,0
Mike Pucillo,1185,7,100.0,0,32,57.9,76.3,57.4,0,1,47,100.0,100.0,98.9,1,1,0,115,70,0,0,115,47,47,0,0,68,45
Daniel Loper,2367,4,100.0,0,31,68.4,63.7,66.3,0,3,51,100.0,100.0,97.1,0,3,0,113,0,0,0,113,54,54,111,0,59,1
Randy Thomas,475,3,100.0,0,32,62.8,81.5,55.9,1,0,46,100.0,100.0,98.9,0,1,0,105,0,0,0,105,47,47,105,0,58,0
Rudy Niswanger,3442,5,100.0,0,16,52.0,40.6,55.2,1,6,54,100.0,100.0,91.7,0,8,1,93,0,0,0,93,58,58,92,0,35,1
Billy Yates,1721,5,100.0,0,19,54.4,66.1,55.9,0,1,44,100.0,100.0,98.9,1,1,0,86,0,4,0,86,45,45,82,0,41,0
Keydrick Vincent,998,2,100.0,0,1,76.9,88.1,68.9,0,0,43,100.0,100.0,100.0,0,0,0,75,0,1,1,75,44,44,73,0,31,0
Chris Kemoeatu,2421,8,100.0,0,25,62.7,78.8,58.3,0,1,24,100.0,100.0,97.9,0,1,0,75,0,48,0,75,25,25,18,0,50,5
Matt Lehr,880,5,100.0,0,30,66.3,85.4,65.2,0,1,41,100.0,100.0,98.8,1,1,0,68,5,55,0,68,43,43,4,0,25,3
Uche Nwaneri,3765,1,100.0,0,15,64.7,74.8,67.2,1,0,41,100.0,100.0,98.8,1,1,0,65,0,65,0,65,41,41,0,0,24,0
Allen Barbre,3735,4,100.0,0,12,52.3,64.5,50.7,1,0,22,100.0,100.0,97.7,0,1,0,63,0,62,0,63,22,22,1,0,41,0
Scott Mruczkowski,2459,8,100.0,0,27,74.4,81.6,72.1,0,1,9,100.0,100.0,94.4,0,1,0,59,0,24,0,59,10,10,26,0,49,9
Lennie Friedman,477,8,100.0,0,8,50.5,24.3,56.9,0,4,24,100.0,100.0,91.7,1,4,0,56,0,2,0,56,28,28,42,0,28,12
Robert Turner,4085,2,100.0,0,22,48.9,41.1,59.6,0,2,28,100.0,100.0,92.9,1,3,1,49,0,49,0,49,28,28,0,0,21,0
Tutan Reyes,668,1,100.0,0,15,78.0,85.4,71.8,0,0,27,100.0,100.0,100.0,0,0,0,41,0,0,0,41,27,27,41,0,14,0
Herbert Taylor,3812,1,100.0,0,16,70.7,69.7,69.4,1,2,27,100.0,100.0,94.4,0,3,0,37,0,0,37,37,31,31,0,0,6,0
Duke Preston,2339,2,100.0,0,4,70.7,87.2,73.5,0,0,21,100.0,100.0,100.0,0,0,0,35,0,0,0,35,23,23,35,0,12,0
Anthony Davis,1592,9,100.0,0,30,65.0,83.5,60.2,0,0,10,100.0,100.0,100.0,0,0,0,33,0,0,12,33,10,10,0,15,23,6
Wade Smith,1393,8,100.0,0,22,75.5,66.1,73.7,0,2,16,100.0,100.0,93.7,0,2,0,30,5,0,0,30,17,17,16,0,13,9
Nick Cole,3567,3,100.0,0,24,57.5,66.8,55.5,0,1,9,100.0,100.0,94.4,0,1,0,19,6,8,0,19,9,9,5,0,10,0
Joe Berger,2424,1,100.0,0,9,94.0,83.1,91.6,0,0,10,100.0,100.0,100.0,0,0,0,16,0,0,0,16,10,10,16,0,6,0
Tre' Stallings,3131,1,100.0,0,16,28.5,35.3,46.1,0,2,7,100.0,100.0,85.7,1,2,0,13,0,0,0,13,8,8,13,0,5,0
Mike Kracalik,2683,1,100.0,0,3,50.1,18.8,57.3,0,1,2,100.0,100.0,75.0,0,1,0,10,0,0,4,10,2,2,0,0,8,6
Jason Whittle,436,3,77.8,0,4,57.2,76.7,56.0,0,0,1,33.3,33.3,100.0,0,0,0,7,0,0,0,9,1,3,0,0,6,0
Tony Wragge,1315,1,100.0,0,28,64.4,79.3,60.0,0,0,5,100.0,100.0,100.0,0,0,0,7,0,0,0,7,6,6,7,0,1,0
Kasey Studdard,3799,1,100.0,0,13,25.2,0.0,,1,0,5,100.0,100.0,90.0,0,1,0,6,0,0,0,6,6,6,6,0,0,0
Tony Palmer,3188,1,100.0,0,12,56.4,,56.0,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,1,0,3,2
Christian Gaddis,3939,1,100.0,0,4,54.5,,55.1,0,0,0,,,,0,0,0,3,0,0,0,3,0,0,0,0,3,3
Ben Wilkerson,2842,1,100.0,0,2,52.7,72.7,56.3,0,0,1,100.0,100.0,100.0,0,0,0,3,0,3,0,3,1,1,0,0,2,0
Evan Mathis,2296,1,66.7,0,5,56.2,,59.2,0,0,0,0.0,0.0,,0,0,0,2,0,1,0,3,0,1,0,0,2,2
Nat Dorsey,1836,1,100.0,0,8,60.0,,60.0,0,0,0,,,,0,0,0,1,0,1,0,1,0,0,0,0,1,0
Rick DeMulling,927,1,100.0,0,32,60.0,72.2,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,0,0,0,1
Reggie Wells,1482,20,100.0,1,1,69.4,69.1,68.2,8,27,797,100.0,100.0,97.6,4,37,2,1296,0,1296,0,1296,836,836,0,0,460,0
Deuce Lutui,2986,20,100.0,4,1,63.0,64.1,66.1,13,25,779,100.0,100.0,97.2,13,41,3,1267,0,0,0,1267,817,817,1267,0,450,0
Ben Grubbs,3645,19,100.0,0,3,67.9,77.4,63.6,7,8,553,100.0,100.0,97.7,5,20,5,1265,0,1265,0,1265,586,586,0,0,679,0
Todd Herremans,2343,19,99.8,0,24,84.4,79.7,82.2,4,18,771,99.7,99.8,98.4,6,23,1,1258,0,1229,23,1260,799,801,0,0,459,8
Chris Kemoeatu,2421,19,100.0,2,25,76.2,61.4,82.8,9,19,668,100.0,100.0,97.0,11,34,6,1249,0,1249,0,1249,700,700,0,0,549,0
Steve Hutchinson,787,17,100.0,0,18,90.0,79.3,86.9,3,8,548,100.0,100.0,97.9,0,17,6,1129,0,1129,0,1129,584,584,0,0,545,0
Anthony Herrera,2066,17,100.0,0,18,73.0,55.1,74.7,4,22,548,100.0,100.0,96.4,3,33,7,1129,0,0,0,1129,584,584,1129,0,545,0
Logan Mankins,2249,16,100.0,2,19,94.2,69.0,94.9,8,14,618,100.0,100.0,97.4,4,27,5,1121,0,1121,0,1121,640,640,0,0,481,0
Chris Snee,1755,17,100.0,0,21,92.0,76.0,91.6,5,11,550,100.0,100.0,98.4,3,17,1,1120,0,0,0,1120,591,591,1120,0,529,0
Rich Seubert,986,17,100.0,0,21,89.8,77.0,88.3,4,9,542,100.0,100.0,98.2,4,16,3,1118,0,1118,0,1118,583,583,0,0,535,0
Harvey Dahl,2553,17,100.0,1,2,81.3,77.4,78.7,7,8,515,100.0,100.0,98.3,7,16,1,1114,0,1,0,1114,544,544,1113,0,570,0
Justin Blalock,3655,17,100.0,0,2,66.2,64.9,67.2,5,16,515,100.0,100.0,97.4,8,24,3,1114,0,1113,1,1114,544,544,0,0,570,0
Mike Goff,375,18,100.0,0,27,84.9,59.0,90.6,8,25,594,100.0,100.0,96.7,4,36,3,1086,0,0,0,1086,624,624,1086,0,462,0
Jahri Evans,3053,16,100.0,0,20,90.2,76.6,91.1,6,14,646,100.0,100.0,98.1,5,22,2,1079,0,0,0,1079,680,680,1079,0,399,0
Jake Scott,1862,17,100.0,0,31,79.4,81.8,78.8,3,11,520,100.0,100.0,98.7,6,14,0,1076,0,0,0,1076,548,548,1076,0,528,0
Randy Thomas,475,16,100.0,0,32,78.9,71.0,76.2,9,12,573,100.0,100.0,97.6,0,24,3,1070,0,0,0,1070,607,607,1070,0,463,0
Pete Kendall,163,16,100.0,1,32,87.3,79.6,86.0,4,9,573,100.0,100.0,98.7,3,14,1,1070,0,1070,0,1070,607,607,0,0,463,0
Charlie Johnson,3144,17,100.0,0,14,75.5,60.7,82.5,10,35,645,100.0,100.0,96.5,2,45,0,1068,0,782,285,1068,672,672,0,1,396,0
Ben Hamilton,864,16,100.0,1,10,87.2,75.6,88.8,1,11,653,100.0,100.0,98.6,6,15,3,1064,0,1064,0,1064,697,697,0,0,367,0
Chris Kuper,3106,16,100.0,1,10,83.3,66.6,87.0,0,33,647,100.0,100.0,97.4,5,33,0,1054,0,0,0,1054,691,691,1054,0,363,0
Daryn Colledge,2992,16,100.0,0,12,87.9,74.3,90.8,6,13,600,100.0,99.8,97.6,6,24,5,1049,0,888,116,1049,631,632,8,37,418,0
Mike Brisiel,3250,16,100.0,0,13,80.6,59.0,87.9,12,26,598,100.0,100.0,96.7,6,39,1,1046,0,0,0,1046,627,627,1046,0,419,0
Chester Pitts,1057,16,100.0,1,13,76.6,84.4,68.4,1,8,597,100.0,100.0,98.9,3,11,2,1045,0,1044,1,1045,626,626,0,0,419,0
Jason Spitz,3020,16,100.0,1,12,89.8,81.5,90.3,4,13,597,100.0,99.8,98.2,3,19,2,1043,242,105,0,1043,628,629,696,0,415,0
Darnell Stapleton,4073,17,100.0,2,25,57.7,50.3,63.4,4,29,563,100.0,100.0,95.6,9,41,8,1036,2,0,0,1036,593,593,1034,0,443,0
Brandon Moore,1284,16,100.0,0,22,88.3,77.0,90.0,3,13,561,100.0,100.0,98.4,6,17,1,1026,0,0,0,1026,604,604,1026,0,422,0
Uche Nwaneri,3765,16,100.0,1,15,65.4,59.4,68.3,11,20,606,100.0,100.0,96.5,3,37,6,1024,0,1008,0,1024,637,637,16,0,387,0
Roberto Garza,856,16,100.0,0,6,75.9,67.1,77.5,3,19,563,100.0,100.0,97.5,5,25,3,1013,0,74,0,1013,584,584,939,0,429,0
Leonard Davis,774,16,100.0,2,9,78.4,69.3,80.1,4,18,587,100.0,100.0,97.4,8,26,4,1010,0,0,0,1010,610,610,1010,0,400,0
Bobbie Williams,628,16,100.0,0,7,89.6,78.3,88.5,2,12,603,100.0,100.0,98.2,1,18,4,1010,0,0,0,1010,628,628,1010,0,382,0
Alan Faneca,346,16,100.0,2,22,75.4,64.2,80.1,10,14,561,100.0,100.0,96.6,6,31,7,1010,0,1010,0,1010,604,604,0,0,406,0
Josh Beekman,3746,16,100.0,0,6,70.9,73.1,69.2,4,13,560,100.0,100.0,98.1,6,19,2,1008,0,934,0,1008,581,581,74,0,427,0
Eugene Amano,1953,16,100.0,1,31,74.3,67.1,73.9,5,15,483,100.0,100.0,97.5,6,22,2,1003,0,1003,0,1003,506,506,0,0,497,0
Brian Waters,575,16,100.0,0,16,89.9,90.0,83.1,2,5,615,100.0,100.0,99.3,2,8,1,990,0,990,0,990,643,643,0,0,347,0
Derrick Dockery,1396,16,100.0,1,4,76.9,69.0,77.0,10,10,537,100.0,100.0,97.0,6,26,6,985,0,985,0,985,564,564,0,0,421,0
Kris Dielman,1599,17,100.0,1,27,82.3,79.1,83.6,1,11,514,100.0,100.0,98.6,7,13,1,971,0,971,0,971,538,538,0,0,433,0
Arron Sears,3651,15,100.0,1,30,73.6,57.7,79.2,14,13,562,100.0,100.0,97.1,6,30,3,969,0,969,0,969,589,589,0,0,380,0
Robert Gallery,1723,16,100.0,0,23,81.1,81.2,78.1,2,9,470,100.0,100.0,98.4,3,13,2,942,0,942,0,942,493,493,0,0,449,0
Chris Chester,3001,17,100.0,0,3,73.7,69.6,70.7,4,17,410,100.0,100.0,97.0,4,23,2,930,0,0,0,930,435,435,927,1,495,2
Rex Hadnot,1892,15,100.0,0,8,76.7,72.6,78.1,6,13,499,100.0,100.0,97.9,5,20,1,912,0,0,0,912,523,523,912,0,389,0
Dennis Norman,928,14,100.0,0,15,77.7,63.5,81.6,7,12,522,100.0,100.0,97.0,7,25,6,907,381,0,0,907,553,553,526,0,354,0
Carl Nicks,4478,15,99.9,0,20,85.8,78.8,87.0,4,12,534,100.0,99.8,98.3,4,17,1,890,0,885,0,891,561,562,0,0,329,6
Cooper Carlisle,658,15,100.0,0,23,81.7,80.7,78.5,1,9,427,100.0,100.0,97.9,2,14,4,874,0,0,0,874,447,447,874,0,427,0
Travelle Wharton,1815,15,100.0,1,5,80.0,79.3,74.0,0,9,393,100.0,100.0,98.3,3,11,2,867,0,808,59,867,409,409,0,0,458,0
Richie Incognito,2298,15,100.0,1,26,71.8,69.8,76.0,2,10,475,100.0,100.0,97.7,11,17,5,861,0,0,0,861,501,501,861,0,360,0
Ike Ndukwe,2720,17,100.0,0,17,69.9,61.2,72.8,5,18,445,100.0,100.0,97.0,6,25,2,849,0,0,12,849,456,456,836,1,393,0
Keydrick Vincent,998,14,100.0,0,5,83.4,62.0,87.6,3,16,393,100.0,100.0,96.8,3,22,3,827,0,0,0,827,411,411,827,0,416,0
Stephen Peterman,1804,14,100.0,1,11,59.3,61.1,57.7,5,24,482,100.0,100.0,96.6,2,31,2,817,0,0,0,817,517,517,817,0,300,0
Floyd Womack,875,14,100.0,1,29,74.7,65.2,76.0,2,11,440,100.0,100.0,97.6,5,17,4,812,0,401,0,812,454,454,411,0,358,0
Eric Steinbach,1349,14,100.0,0,8,67.1,70.5,66.0,4,15,424,100.0,100.0,97.3,2,21,2,800,0,800,0,800,446,446,0,0,354,0
Davin Joseph,2968,12,100.0,0,30,68.0,62.8,68.4,6,14,443,100.0,100.0,97.3,4,22,2,787,0,0,0,787,462,462,787,0,325,0
Brad Butler,3088,13,100.0,0,4,66.0,51.7,69.2,5,21,414,100.0,100.0,96.1,3,29,3,762,0,0,0,762,433,433,762,0,329,0
Jacob Bell,1859,13,100.0,0,26,74.7,74.6,71.6,4,7,427,100.0,100.0,97.8,5,15,4,762,0,762,0,762,449,449,0,0,313,0
Mike Pollak,4373,13,100.0,0,14,69.1,63.3,68.6,6,18,446,100.0,100.0,96.9,4,26,2,760,0,0,0,760,464,464,760,0,296,0
Stephen Neal,972,11,100.0,0,19,82.8,74.1,83.0,4,7,404,100.0,100.0,98.1,2,13,2,726,0,0,0,726,421,421,726,0,305,0
Cory Procter,2748,14,100.0,1,9,62.7,41.2,72.2,6,20,421,100.0,100.0,95.7,3,31,5,717,0,717,0,717,440,440,0,0,277,0
Justin Smiley,1767,12,100.0,1,17,68.9,80.6,62.8,2,7,382,100.0,100.0,98.6,3,10,1,685,0,685,0,685,392,392,0,0,293,0
Max Jean-Gilles,3044,12,100.0,0,24,77.8,73.5,76.2,5,7,424,100.0,100.0,98.3,1,13,1,664,0,0,0,664,438,438,664,0,226,0
Edwin Mulitalo,508,11,100.0,0,11,72.5,66.9,77.6,2,14,378,100.0,100.0,97.4,4,18,2,641,0,641,0,641,407,407,0,0,234,0
Adrian Jones,1853,10,100.0,0,16,69.4,68.4,66.8,2,14,376,100.0,100.0,97.6,2,17,1,633,0,0,0,633,398,398,632,0,235,1
David Baas,2250,14,100.0,0,28,76.6,76.3,74.3,1,8,370,100.0,100.0,98.2,3,11,2,631,0,617,0,631,393,393,11,0,238,3
Tony Wragge,1315,12,99.8,0,28,70.0,58.9,77.8,0,21,357,99.7,99.7,96.2,4,24,3,615,18,0,0,616,387,388,595,0,228,3
Andrew Whitworth,3000,10,100.0,1,7,69.3,70.1,67.5,2,9,373,100.0,100.0,97.5,2,15,4,594,0,559,35,594,393,393,0,0,201,0
Jamey Richard,4550,11,100.0,0,14,62.4,59.5,64.3,1,16,340,100.0,100.0,97.5,2,17,0,573,345,193,0,573,358,358,35,0,215,0
Geoff Hangartner,2386,16,99.6,0,5,74.0,71.1,71.8,5,2,265,99.3,99.3,97.5,0,10,3,568,287,208,0,570,279,281,68,0,289,7
Mike Wahle,329,10,100.0,0,29,69.6,57.5,77.1,5,14,301,100.0,100.0,95.8,6,22,3,552,0,552,0,552,315,315,0,0,237,0
Nick Cole,3567,13,100.0,0,24,68.4,76.4,59.5,1,9,307,100.0,100.0,98.4,1,10,0,541,0,22,0,541,319,319,518,0,222,1
Tony Moll,3110,9,100.0,0,12,64.4,69.5,68.4,1,13,271,100.0,100.0,96.3,8,17,3,465,0,0,0,465,285,285,186,279,180,0
Jeremy Zuttah,4397,11,99.5,0,30,76.9,75.8,80.2,1,6,230,99.6,99.2,98.5,3,7,0,422,0,115,0,424,246,248,295,0,176,12
Wade Smith,1393,8,99.8,1,16,88.9,85.5,86.1,0,3,272,99.6,99.6,99.1,1,4,1,420,67,0,0,421,281,282,352,0,139,2
Andy Alleman,3704,11,100.0,0,17,61.9,72.1,60.8,3,4,219,100.0,100.0,97.5,3,9,2,418,0,342,0,418,226,226,73,0,192,3
Chilo Rachal,4353,8,100.0,0,28,74.5,69.6,68.6,3,7,238,100.0,100.0,97.5,0,11,1,406,0,0,0,406,251,251,402,0,155,4
Billy Yates,1721,7,100.0,0,19,66.6,64.1,65.9,1,5,207,100.0,100.0,96.6,1,10,4,372,0,0,0,372,212,212,372,0,160,0
Nate Livings,3400,6,100.0,0,7,65.6,75.4,60.8,3,2,199,100.0,100.0,98.2,0,6,1,366,0,366,0,366,204,204,0,0,162,0
Marshal Yanda,3702,5,100.0,1,3,84.4,74.1,84.8,1,5,148,100.0,100.0,98.0,2,6,0,339,0,0,0,339,156,156,339,0,183,0
Tutan Reyes,668,6,100.0,0,15,79.4,80.1,74.1,1,2,173,100.0,100.0,99.1,1,3,0,271,0,4,0,271,179,179,267,0,92,0
Mansfield Wrotto,3740,4,100.0,1,29,74.7,54.7,80.1,1,9,131,100.0,100.0,96.2,5,10,0,252,0,0,0,252,134,134,252,0,118,0
Milford Brown,1222,5,100.0,1,15,65.6,63.7,67.4,3,3,123,100.0,100.0,97.6,1,6,0,234,0,0,0,234,129,129,234,0,105,0
Seth McKinney,1093,5,100.0,1,8,68.6,59.8,76.9,5,4,131,100.0,100.0,96.6,3,9,0,206,0,159,0,206,137,137,47,0,69,0
Jamar Nesbit,564,4,100.0,0,20,70.7,74.6,65.4,0,3,116,100.0,100.0,98.7,1,3,0,198,0,196,0,198,123,123,2,0,75,0
Manuel Ramirez,3733,4,100.0,1,11,67.6,57.4,72.9,1,8,122,100.0,100.0,96.3,1,9,0,197,0,73,0,197,127,127,124,0,70,0
